"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Coord. facteur 6";"Coord. facteur 7";"Coord. facteur 8";"Coord. facteur 9";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"Corr. facteur 6";"Corr. facteur 7";"Corr. facteur 8";"Corr. facteur 9";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"COR -facteur 6";"COR -facteur 7";"COR -facteur 8";"COR -facteur 9";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"CTR -facteur 6";"CTR -facteur 7";"CTR -facteur 8";"CTR -facteur 9";"mass";"chi.distance";"inertie"
"artgerm";-0,595777344490333;0,943410408599583;-0,596051994485374;-0,0642456666483053;-0,329924158938092;0,132662463908629;-0,0375753771685419;-0,0507460636151279;-0,0763131737299509;-0,451574678930939;0,715066217779577;-0,451782852310602;-0,0486955681643637;-0,25006891840018;0,10055268146689;-0,0284805876515981;-0,0384634252979424;-0,057842241307084;0,239143257840748;0,515394909759714;0,186168228161431;0,0020352918204644;0,0480666566686681;0,00647961459114488;0,000444836007748035;0,000748976117341339;0,00151822903273351;0,00380290814309995;0,00953562566081014;0,00380641518968169;4,42217114661719e-05;0,0011662082333459;0,000188557575300851;1,51270611971122e-05;2,75900562443504e-05;6,23945845930312e-05;0,0107139068632651;1,04479092657479;0,0116951730248812
"mucha";-0,617007151079408;1,05521180960217;-0,61792358293894;0,0263990018382227;-0,3328025797081;0,123278157588474;-0,0976245580130453;0,0778949306994244;-0,189165531570527;-0,430513208359043;0,736268000873976;-0,431152643444032;0,0184197524436582;-0,232211095267939;0,0860166289015591;-0,0681169766206172;0,0543507420807812;-0,131989167005441;0,21916508421124;0,550958494372965;0,17096515879673;0,000293639731903119;0,0417916815524623;0,00478108126895347;0,00256573735772026;0,00150793436972353;0,00797118833829658;0,00389703405777255;0,0113981165207866;0,00390861907234299;7,13392959183809e-06;0,00113377577769443;0,000155570080551229;9,75600395225307e-05;6,21115256249576e-05;0,000366300757321072;0,010236554577278;1,13026165172572;0,0130771104520429
"fantasy";-0,591387305776894;0,889405106588012;-0,584371472067292;0,103409973171332;-0,301107123349045;0,151149608573433;-0,214103465699924;-0,0766573878908021;-0,142520014782527;-0,456468448685738;0,686496590798593;-0,451053204397644;0,0798180643565578;-0,232412667875587;0,116666398941949;-0,165257988955134;-0,0591688028961788;-0,110005557134822;0,248604197633293;0,483295024226473;0,188794603187671;0,00556337259420339;0,0422407895275529;0,00887444901724595;0,0152375421662709;0,00180320694779637;0,0055868146994891;0,00346882267933426;0,00784580194960453;0,00338700717340933;0,000106062767428252;0,000899249413906727;0,000226595957364257;0,000454658692193826;5,82835688506973e-05;0,000201460459994982;0,00991831971995333;1,01716696760475;0,0102617776428041
"alphonse";-0,625381844609421;1,07051978918166;-0,6280037667497;0,0256284087591672;-0,351310200558127;0,161175514014151;-0,0868244709550403;-0,00761610722585266;-0,202528067004961;-0,428487366472248;0,733478608592091;-0,430283805755971;0,0175595909455099;-0,240704113733911;0,110431206366195;-0,0594887575095924;-0,00521826106099068;-0,138764370625228;0,217540432781069;0,547882558429892;0,170616507960458;0,000267387788258068;0,0449941939724115;0,0078960603988153;0,00196081583747505;1,39279958045574e-05;0,00882811483581227;0,00396205411314907;0,0116096536668421;0,00399534568955638;6,65385218445153e-06;0,00125029180492694;0,000263164917083145;7,63684816227286e-05;5,8761918169385e-07;0,000415528005920775;0,0101304762915031;1,14987267485165;0,0133945883716327
"soldier";-0,550237561709139;1,04700736946233;-0,620876526571946;0,0176846058050421;-0,333791052183781;0,130692687189127;-0,155061052977854;-0,0496017077499105;-0,165897997620166;-0,392295992344779;0,746471748892783;-0,442658571615061;0,0126083722128416;-0,237978831625936;0,0931783305629112;-0,110551939535034;-0,0353639091873427;-0,118278220414944;0,183454621713807;0,570921360113491;0,181671069419019;0,000138697231227585;0,0442489609011085;0,00565579485546853;0,00681297368757252;0,000643568124290746;0,00645295395400906;0,00256931260690033;0,00930284868321569;0,00327134962340549;2,65403867597096e-06;0,000945509422025721;0,000144950278856179;0,000204043111493376;2,08790021148407e-05;0,000233560162209659;0,00848626286199215;1,10169247740255;0,0103000005496159
"elegant";-0,620627470221692;1,06230485903817;-0,618063097796721;0,0248311356486923;-0,342660259302586;0,147282788582906;-0,0747453838873139;-0,0154762135146737;-0,218388825123671;-0,429408269444496;0,735002095506849;-0,427633996183881;0,017180507629541;-0,237084492734371;0,101904041311213;-0,0517158641601072;-0,0107078954473538;-0,15110186377808;0,218520637242918;0,550272020330408;0,168555605407148;0,000256019160409943;0,0436599721259419;0,00672507837464896;0,00148218456941884;5,86587727903016e-05;0,01046982401631;0,00361602773164838;0,0105941983449607;0,00358620731600085;5,78845855923756e-06;0,00110229348865179;0,00020364500407648;5,24491575795991e-05;2,24853260321753e-06;0,000447744837816106;0,00938792829107882;1,13856870867266;0,0121699347975619
"matte";-0,616970214011286;1,05270060445722;-0,611088199895391;0,0216258136680324;-0,333746280695878;0,136775951619577;-0,0655386690364228;-0,0278664790435247;-0,183101412225811;-0,432876878813039;0,73859279043527;-0,428749956874509;0,0151730415987943;-0,234162111917528;0,0959643523936518;-0,0459830537192327;-0,019551599409383;-0,128467089708027;0,220992776306449;0,552978253430369;0,16861825065018;0,000198720847465763;0,0423845969683949;0,0059351548800992;0,00116613272228639;0,000194619771162924;0,00753149442358671;0,00331107288513046;0,00963940194496839;0,00324824022703022;4,06804041348951e-06;0,000968887191049453;0,000162727081489144;3,73624700756754e-05;6,75467631815238e-06;0,000291624316011994;0,00869841943354195;1,12551072414124;0,0110189349732545
"poster";3,20794127543741;0,212492037549456;-0,927692156727219;0,139482630079393;0,0385716957150228;0,149593763664054;0,00106882274737382;0,00194999136149435;-0,15154228881734;0,955873542602068;0,0633164697441149;-0,276425380690327;0,0415617819335747;0,0114932476194598;0,0445746067484477;0,00031847820711948;0,00058104092023969;-0,0451552107811278;0,932535775999968;0,00351679157564088;0,0606551323316621;0,00129033290832167;8,83640582943162e-05;0,0011081601911354;4,84091128954673e-08;1,48748000257676e-07;0,000805245777864384;0,0824187955460329;0,000361625266219891;0,0068925704564354;0,000155816591607807;1,19154626212039e-05;0,0001792257565081;9,14923580464945e-09;3,0453612644282e-08;0,000183925154359801;0,00800891057600509;2,8488405149515;0,0649994555120399
"ukrainian";-0,608376408846557;1,05031707978859;-0,571666158005994;0,0236628932365408;-0,311610408639318;0,187314728998553;-0,0788786528862881;-0,00814001236920576;-0,217902789097254;-0,43163467488206;0,745185488236064;-0,405589258005283;0,0167884965301132;-0,221083289008371;0,132897217867473;-0,0559633167864913;-0,00577522655617017;-0,154599024814602;0,220703325520895;0,565397167222952;0,151564054761149;0,000244370439771291;0,0379501559694608;0,0114332812704664;0,00173494687819943;1,7056399302532e-05;0,0109556415377989;0,00296427283764697;0,00883515758897006;0,00261732956548263;4,48444945183584e-06;0,000777673600436344;0,000281007105265196;4,98301752442179e-05;5,30668823962779e-07;0,000380276092603729;0,00800891057600509;1,11056096663975;0,00987775510524014
"hyper";-0,399040884718997;0,145822726964295;-0,527305983598932;-0,690250412786927;-0,336009893337989;0,0812992460729604;0,0343846054700068;0,249331306715369;0,292121271112183;-0,36378951905053;0,132940712945578;-0,480723648908824;-0,629273528874149;-0,306326700282166;0,0741172515414807;0,0313470613305315;0,227305320401185;0,266315209272768;0,18084505707017;0,0207573022897269;0,245609043813089;0,396035428167333;0,0840429889254868;0,00410211445735445;0,000627918110867855;0,0304788486713335;0,0375012984946364;0,00108103873675066;0,000144363332211245;0,00188769517574108;0,00323459430047327;0,000766497241852596;4,4872421170047e-05;8,02665428800183e-06;0,000422046296015399;0,000579339086699547;0,00678901028959372;0,804708431666309;0,00439626203878969
"smooth";-0,574505870172379;0,970053691592504;-0,504779936231126;0,000656456028711157;-0,234620354876013;0,091610219263851;0,0056452839589122;-0,105850939149324;-0,0118909104417319;-0,45409011530589;0,766731578453631;-0,39897865513283;0,000518863616974453;-0,185444204367818;0,0724088250242565;0,00446203907902242;-0,0836647067664104;-0,00939858959484251;0,238721376225282;0,584982048845248;0,143335458163927;2,28119539035002e-07;0,0260951170540434;0,00331705824523183;1,07789638861694e-05;0,00349836305046888;3,95713323684863e-05;0,00257337319639285;0,00733677798833776;0,00198663462666598;3,35989042599925e-09;0,000429185663814338;6,54337299360833e-05;2,48476554236897e-07;8,73581167849112e-05;1,10241229535342e-06;0,00779675400445529;1,00837784316761;0,007927941209554
"extremely";-0,545290225781294;0,793431178258658;-0,524643431190321;-0,0908683252982458;-0,238891870831433;-0,00804314354162736;0,00981384514470401;0,038408591402406;0,14230580088709;-0,480224372287036;0,698756316393337;-0,462041222281032;-0,0800256128094003;-0,210386493816439;-0,00708340875349142;0,0086428243190772;0,0338255498165623;0,125325396775434;0,269206735891198;0,489888952769287;0,193823341752383;0,00547147449283261;0,0338655977337488;3,20070036051081e-05;4,07766893346003e-05;0,000576581009413393;0,00709453265819251;0,00231829798763627;0,00490831420871113;0,00214606223050809;6,43782074757955e-05;0,000444955495627098;5,04388842186784e-07;7,50917514005615e-07;1,15019266122306e-05;0,000157891605071553;0,00779675400445529;0,901278955573202;0,00633333256054901
"propaganda";3,89565593591345;0,59841946368035;-1,10319968122281;0,0885298074100522;0,067012731813869;0,138551783545548;0,105573193430896;-0,0725176324489857;-0,229201632591174;0,948982157181093;0,145775038372164;-0,268739547462841;0,0215658695205378;0,0163243078550806;0,0337512276734243;0,0257176399791725;-0,0176653021743225;-0,0558335395383933;0,921022578209365;0,0186796673169505;0,0574466155905408;0,000348126404195584;0,000178627879220202;0,000636643363195736;0,000316314770760346;0,000137774677195965;0,00123365178857643;0,10061615022686;0,00237420344828337;0,00806890803443632;5,19619629790822e-05;2,97729011427119e-05;0,000127271379572321;7,38947913652102e-05;3,48653270924352e-05;0,000348290736597403;0,00662989286093137;3,48112752596033;0,0803426915508559
"figure";-0,573336478788217;1,00553268454093;-0,629169029166865;-0,0245953603376944;-0,350416214597775;0,165330492798612;-0,0734037299600603;-0,0166061613558998;-0,159882758638343;-0,414026505917628;0,726130639456901;-0,454345161026752;-0,0177611777361931;-0,253047915690691;0,119390983807144;-0,0530074240189956;-0,0119918951911434;-0,115456982704839;0,203661050852456;0,538430731325604;0,190752660994802;0,000274311518735395;0,0498634960309487;0,00925459962792534;0,00156109075952717;7,37565196438307e-05;0,00612830237035338;0,00228395184290413;0,00702522400223257;0,0027504418378818;4,20314306080805e-06;0,000853171187670916;0,000189921317079833;3,74372595703022e-05;1,91604762608155e-06;0,000177611490547612;0,00694812771825607;1,08950709638666;0,0082476062593122
"logo";0,157282238975865;-0,380911057049822;1,05025604291527;-0,159391693288572;1,31852023476617;-1,83135012159044;1,48915179871967;-1,32500711512091;-1,60910220478877;0,0437012467921881;-0,10583704948759;0,291816156899128;-0,0442873637251406;0,366354005100678;-0,50884501738819;0,413764393809686;-0,368156400343396;-0,447092901418567;0,0036406050773242;0,0183531235859652;0,126255900703568;0,00273649341932839;0,167692372494363;0,269724161607909;0,152614293369787;0,111538218404526;0,147444831337229;0,000149575586479673;0,000877300764062833;0,00666947619324942;0,000153614678868748;0,0105117481426547;0,0202788868428355;0,0134084719994602;0,0106154343632014;0,015655560052084;0,00604646228916941;2,23546243495687;0,0302159394284384
