"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Coord. facteur 4";"Coord. facteur 5";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"Corr. facteur 4";"Corr. facteur 5";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"COR -facteur 4";"COR -facteur 5";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"CTR -facteur 4";"CTR -facteur 5";"mass";"chi.distance";"inertie"
"european";-0,397698761824235;0,328344292285181;-0,445838647686471;0,0760842713064423;1,40187585871597;-0,254820414347729;0,210382421672712;-0,285665432838103;0,0487500274094924;0,898234094427377;0,181565910431919;0,0935416910982753;0,13115383831669;0,00288461463352293;0,590853945519598;0,00598699252445104;0,00408093033010465;0,00752411913813345;0,000219124031304608;0,0743908210483414;0,0378529941918686;0,820856156248736;0,0255055302881081
"union";-0,256994103753788;0,377036885195426;-0,475774974462671;0,080277372999834;1,48471590965858;-0,158007707847469;0,231813621921668;-0,292520770196568;0,0493569444374193;0,912848015822872;0,0747360017655684;0,121582665414738;0,147226665618027;0,00316549799758914;0,653289169204081;0,00238098828070465;0,00512482000873552;0,00816045037822792;0,000232325694138956;0,0794689845445217;0,0360504706589225;0,826776656095549;0,0246426467117198
"eu";0,508745730830646;-0,641794721671098;0,0530018818754165;0,420482675784794;-0,371399058768729;0,511754784622939;-0,645590713900781;0,0533153695451714;0,422969684350149;-0,373595754836168;0,378044121706832;0,45473005190053;0,00235843145856428;0,112100963570335;0,0527664313637313;0,00393961318175827;0,00626966459485901;4,27596957054889e-05;0,00269121404531757;0,00209958578508445;0,0152213098337673;0,727711955082595;0,00806066821696977
"flag";0,39526336260641;-0,0441097257954845;0,316979396823977;0,213626048851141;1,07806308204631;0,32639532058807;-0,0364243424868225;0,261751028893608;0,176405276322466;0,890228588246494;0,289508224187308;0,00272506546707307;0,107016217918782;0,0367086486204888;0,564041843806346;0,00322291447213087;4,01369506718489e-05;0,0020727061115806;0,00094142141818912;0,0239752975993855;0,0206288804326056;0,646079684049195;0,00861088577779573
"game";0,508745730830647;-0,641794721671099;0,0530018818754165;0,420482675784792;-0,371399058768729;0,51175478462294;-0,645590713900782;0,0533153695451714;0,422969684350147;-0,373595754836167;0,378044121706833;0,454730051900532;0,00235843145856428;0,112100963570334;0,0527664313637312;0,00393961318175828;0,00626966459485904;4,27596957054889e-05;0,00269121404531755;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"paint";0,0846986621619193;0,361430239516511;-0,283350976159595;-0,0233559559194962;0,683621147509916;0,102263776503916;0,436384947438888;-0,342113324561803;-0,0281995983787868;0,825392969119838;0,0261163516561924;0,359441996910453;0,167999727964799;0,000862038966853597;0,445579884501702;0,000199712999942046;0,00363665585963105;0,00223512934528194;1,51861794694511e-05;0,0130102071684089;0,0278389745643901;0,46094623640133;0,0059149868148417
"detail";0,0806009948619266;0,481158219020765;-0,568382196274802;-0,202475945607468;-0,360281673581588;0,0942158957484227;0,562434157040051;-0,664391771357427;-0,236677631778559;-0,421139474225824;0,0155063930709509;0,417663229332911;0,443211133414994;0,0424765321545942;0,0811427120265502;0,000180856465413537;0,0064450909694856;0,00899361238230748;0,00114130075874219;0,00361357919493415;0,0278389745643901;0,569265657535705;0,00902159243943293
"keyboard";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"art";0,222692261497181;1,20301379532966;-0,273241280271572;0,351201838528415;-0,517498740343632;0,15895878150803;0,858716893695803;-0,195040908371272;0,250689520778715;-0,369393029842688;0,037855098931784;0,83497945573142;0,0327571796808474;0,040869553496041;0,0535387121599066;0,000864107824909557;0,0252173183822456;0,00130091915887582;0,00214917236742626;0,00466633893939123;0,0174243941518125;1,0066370468723;0,0176564547446051
"artstation";0,362808269049014;0,324697158016461;0,122594356437865;-0,184497415097325;-0,291457883867094;0,595588972020283;0,533025465675938;0,201251881379947;-0,302872440273323;-0,478459605936266;0,512223833548134;0,310086489154274;0,03361600737538;0,0574987227348843;0,0865749471873279;0,00300536786907649;0,00240713396041101;0,000343150188317089;0,000777184010463803;0,00193952284794401;0,0228319647506509;0,445838185365989;0,00453834816312235
"mouse";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"computer";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"lead";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"oil";0,40643781488227;-0,268225687604881;-0,498946669685735;0,494840423412505;1,09010105461804;0,293376863390316;-0,193611932819353;-0,360152041939911;0,357188051858679;0,786861892451991;0,211737437082819;0,0696996523050577;0,183407646648441;0,136242302102112;0,39891296186157;0,00310995785147803;0,00135446261409262;0,00468677974041773;0,00460995437541524;0,022371742253607;0,0188263568996595;0,776828693212853;0,0113610063986153
"ussr";0,5876587623802;-1,25278040962176;-0,182861980986429;-1,37687539081691;0,0776815787093082;0,299496290455143;-0,638471013206545;-0,0931943646154327;-0,701715176165191;0,0395898881281122;0,145388882386031;0,499402961548621;0,0080914685784352;0,346451334602331;0,000665352884581995;0,00262828503867108;0,0119446089885476;0,000254488915567932;0,0144281718385369;4,59259466231278e-05;0,00761065491688364;1,35546901291834;0,0139830277006428
"trend";-0,203697649734762;-0,642505691846366;0,0721289894000745;0,338475357803613;-0,349095546264677;-0,244174015891582;-0,770176755674927;0,0864616014320758;0,405733141756247;-0,418463647333704;0,0947008459619548;0,712124982389033;0,00682497810684406;0,113503206757963;0,072845986784205;0,000781156990927654;0,00777177548991947;9,79458370751753e-05;0,00215685226857334;0,00229432482268222;0,0188263568996595;0,582155581224763;0,00638034875838319
"sit";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"influencer";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"gloom";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"extremely";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"dark";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"chair";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"play";0,510878515467122;-0,658307848372472;0,046627182879148;0,371905430741505;-0,359261744242295;0,520351136039354;-0,670514077991765;0,0474917359938204;0,378801236549557;-0,365923113014506;0,38177538260008;0,479127555837467;0,00182789288497234;0,0878233259757187;0,0494458427017619;0,00386816892847504;0,00642285650289018;3,22217042980509e-05;0,00204991188798554;0,00191289927194577;0,0148207490486681;0,727182895937335;0,00783713746177486
"highly";0,198279766202349;1,27909146846117;-0,775049250061451;0,305136061270531;-0,557209420958083;0,121125841011416;0,781375895358759;-0,473464812053265;0,186402590401411;-0,340390051015868;0,0225571505712279;0,709497855861937;0,198100598948702;0,0231892504759244;0,0466551441422084;0,000740155692852846;0,0308013315763816;0,0113090178173356;0,00175288473732088;0,00584525132137344;0,0188263568996595;1,16109099142921;0,0253804196466127
"cinematic";0,388254010666739;0,21610891811313;0,69661838557589;-1,60759909656508;0,105466007302511;0,21443562892728;0,119358591281007;0,384747607311889;-0,887889149536074;0,058249674143805;0,0948229667146853;0,0222048302058883;0,175457221641775;0,705682490483314;0,00183249095433618;0,00190200162994691;0,000589283609602593;0,0061230646971177;0,0326087754621356;0,000140347277762666;0,0126176647306229;1,10889176393084;0,0155151971718725
"hybrid";0,508745730830647;-0,641794721671103;0,053001881875414;0,420482675784794;-0,371399058768729;0,511754784622938;-0,645590713900784;0,0533153695451687;0,422969684350148;-0,373595754836166;0,378044121706833;0,454730051900536;0,00235843145856406;0,112100963570335;0,0527664313637312;0,00393961318175828;0,0062696645948591;4,27596957054848e-05;0,00269121404531758;0,00209958578508444;0,0152213098337673;0,727711955082595;0,00806066821696977
"sharp";-0,10901030589678;0,751887932527783;0,873749604819428;0,523383618133549;-0,421923747691334;-0,0814188562233167;0,561578604618286;0,652596035436626;0,390910705220884;-0,315131204044243;0,0113876996691804;0,409475157093386;0,420508344695775;0,113949739268346;0,0446790592733125;0,000185638543912147;0,00883159746050681;0,0119263354716452;0,0042793054506277;0,00278099992219913;0,0156218706188664;0,898420250720101;0,0126093326373943
"focus";-0,10901030589678;0,751887932527783;0,873749604819428;0,523383618133549;-0,421923747691334;-0,0814188562233167;0,561578604618286;0,652596035436626;0,390910705220884;-0,315131204044243;0,0113876996691804;0,409475157093386;0,420508344695775;0,113949739268346;0,0446790592733125;0,000185638543912147;0,00883159746050681;0,0119263354716452;0,0042793054506277;0,00278099992219913;0,0156218706188664;0,898420250720101;0,0126093326373943
"illustration";0,258781509498889;1,05301611410675;0,232813685042474;0,513449366906933;-0,499618697879734;0,195998115613342;0,797542198726121;0,176330386377621;0,38888059881672;-0,378405410414534;0,0600057551498598;0,750960159223284;0,0279153564430055;0,102540130220859;0,058578598962991;0,00101933869297973;0,0168780418944933;0,000825028661660779;0,00401279775298657;0,0037995257537751;0,0152213098337673;0,929109211131036;0,0131397032629379
"concept";0,258781509498889;1,05301611410675;0,232813685042474;0,513449366906933;-0,499618697879734;0,195998115613342;0,797542198726121;0,176330386377621;0,38888059881672;-0,378405410414534;0,0600057551498598;0,750960159223284;0,0279153564430055;0,102540130220859;0,058578598962991;0,00101933869297973;0,0168780418944933;0,000825028661660779;0,00401279775298657;0,0037995257537751;0,0152213098337673;0,929109211131036;0,0131397032629379
"win";0,596426876996817;-1,32066770828294;-0,209069076859967;-1,57658184266155;0,127579427317979;0,276720720059983;-0,612742539431156;-0,0970005674162044;-0,73147753657843;0,0591922871920807;0,127850532509306;0,473800689065219;0,0090295785039724;0,387787108721612;0,00153209119989052;0,002564810876377;0,0125755808222006;0,000315152341351259;0,0179214842855924;0,000117355171218146;0,0072100941317845;1,46701958563833;0,0155171785954882
"tim";0,596426876996817;-1,32066770828294;-0,209069076859967;-1,57658184266155;0,127579427317979;0,276720720059983;-0,612742539431156;-0,0970005674162044;-0,73147753657843;0,0591922871920807;0,127850532509306;0,473800689065219;0,0090295785039724;0,387787108721612;0,00153209119989052;0,002564810876377;0,0125755808222006;0,000315152341351259;0,0179214842855924;0,000117355171218146;0,0072100941317845;1,46701958563833;0,0155171785954882
"studio";0,596426876996817;-1,32066770828294;-0,209069076859967;-1,57658184266155;0,127579427317979;0,276720720059983;-0,612742539431156;-0,0970005674162044;-0,73147753657843;0,0591922871920807;0,127850532509306;0,473800689065219;0,0090295785039724;0,387787108721612;0,00153209119989052;0,002564810876377;0,0125755808222006;0,000315152341351259;0,0179214842855924;0,000117355171218146;0,0072100941317845;1,46701958563833;0,0155171785954882
